ID THESE,status,title,discipline,DisciplineNew,DisciplineStandard,Topic,Localisation,time studied,Relation,Movement,subjects,abstract_fr,abstract_en,directeurTheseNP,directeurThesePPN_correct,auteurPpn,auteur,Institution,EtabSoutenanceNew,dateSoutenance,DateSoutenanceYear,langueThese,oaiSetSpec,etablissement,SubjectsNew,ecole_doctorale_id,ecole_doctorale_name
421414,soutenue,"L’Europe et la Russie, vers un concept commun de sécurité : De la confrontation au partenariat",Relations Stratégiques Et Internationales,ri,ri,politique etrangere***cooperation,russie,20-21,rel eu,,Politique De Sécurité Et De Défense Commune***Relations Internationales -- Russie***Droit International,"Les rapports Europe-Russie ont toujours attiré de grands esprits. Chaque étape de sa traversée historique – tsariste, communiste ou actuel cheminement démocratique – la Russie a été observée, et jugée en Europe occidentale, mais elle préserva toujours sa part de mystère, énigme d’un immense espace inexploré. Paix ou guerre, coopération ou hostilité, agissant en amies, rivales ou en ennemies avec une opposition idéologique sans précédent incarnée par l’« équilibre de la terreur », les deux protagonistes, l’Europe occidentale et la Russie, ont toujours affirmé, chacune à sa manière, leur l’intérêt pour la stabilité et la sécurité du continent européen. Les bouleversements suivant 1989 ont généré de nouvelles dynamiques en relations internationales. La métamorphose profonde de l’espace postcommuniste a soulevé la question d’une nouvelle architecture de sécurité en Europe. Est-ce que l’Occident exprima une volonté de partager avec la Russie la responsabilité de la gestion des affaires continentales et quelle place lui fut réservée ? Après son déclin à l’époque Eltsine, la Russie de Poutine tenta reconstruire son identité et de retrouver son statut de puissance mondiale. Dans quelle mesure les contradictions, les crises et les malentendus ont pu altérer la coopération et le partenariat entre les structures euroatlantiques et la Russie ? Notre recherche a essayé d’apporter des réponses à ces interrogations. Après avoir étudié les fondements politiques et philosophiques du concept de sécurité dans les traditions occidentale et russe dans notre Première partie, leur évolution dans l’Europe de la Société des Nations et dans la Russie bolchévique a été examinée dans notre Deuxième Partie. L’opposition entre deux conceptions fut amplifiée par la guerre froide. Le monde divisé en blocs, avec d’idéologies comme langage et symbole, n’a jamais pu constituer d’espaces de délibération commune de sécurité. La Troisième Partie est consacrée au concept de sécurité à l’ère « postbipolaire », marquée par le désir d’édifier une nouvelle Europe de démocratie, de paix, d’unité et de sécurité. On peut affirmer que la coopération et le partenariat Europe-Russie ont apporté des améliorations sensibles à l’environnement sécuritaire européen. L’interdépendance a modifié en profondeur le concept de sécurité, qui relevait d’une prudente gestion de biens et de valeurs communs transcendant les frontières. En conséquence, la Russie est désormais ancrée au jeu de la délibération collective, de compromis et de coopération visant à réduire les incertitudes et ajuster les besoins communs de sécurité. Mais une conclusion s’impose : l’Occident n’a pas agréé un mode de totale parité avec la Russie, tandis que la dernière, après avoir subi les « rites d’initiation », se garde toujours de se socialiser aux valeurs dominantes. En ce sens, ces deux acteurs internationaux n’ont pas épuisé toutes les possibilités de bâtir par une pratique affinée de coopération et de partenariat durable, fondée sur un concept commun de sécurité. ",Europe-Russia relations have always attracted great minds. It is known that during its historical voyage Russia has experimented greatly – communism***tsarist***even the current democratic ambition – yet***it has still preserved its part of mystery***while unexplored territory still remains. Peace or war***cooperation or hostility***acting as friends***opponents or enemies***with unprecedented ideological disagreements exaggerated by the “balance of terror”***both protagonists***Western Europe and Russia***have always affirmed their specific interest in ensuring stability and security on the European continent. The turbulences following 1989 brought new dynamics to international relations. The transformation of the post-Communist civilization***including Russia***raised the question about the future structure of European security. Did the West express an interest in sharing the management of affairs of the European continent with Russia and what part did it leave to Russia? After the political and military decline during the Yeltsin years***Putin's Russia attempted to reconfigure its identity and regain its status as a global power. Could the contradictions***disasters and the numerous misunderstandings alter the cooperation and partnership between the Euro-Atlantic structures and Russia? This research is an attempt to answer these questions. After having researched the philosophical and political foundations of the concepts of security in Western and Russian traditions in the first part***their development during the League of Nations Europe and Bolshevik Russia we have considered in the second part. The opposition of the two concepts was amplified with the Cold War. As the world was divided into blocks***with language and symbols based ideologies***it was not possible to build a common space to discuss about a common security concept. The third part is dedicated to the concept of security following the “postbipolar” era***characterized by the wish to build a new Europe of democracy***peace***unity and security. Accordingly***the joint Cooperation and Partnership between Europe and Russia has made significant improvements to the general situation of security within the European security environment. The interdependence between the two has deeply changed the concept of security***becoming part of a cautious transnational management of shared values. As a result***Russia is now firmly established amid the game of collective deliberation***compromise and cooperation to reduce uncertainty and adjust the common needs of security. However***it must be concluded that the West has not agreed upon a total parity approach towards Russia***while the latter***after having gone through “initiation rites”***is careful to always socialize with mainstream values. In this respect***both of these international actors have not exhausted all possibilities to build a refined practice of cooperation and lasting partnership based on a common security concept. ,jeanclos yves,26937077,16409735X,Aurel Kistruga,Strasbourg,Strasbourg,01/01/2011,2011,fr,science politique,Strasbourg,politique de sécurité et de défense commune***relations internationales -- russie***droit international,,
278796,soutenue,La politique de gestion du taux de change par la Banque Centrale en Russie entre 1992 et 1998,Sciences Économiques,economie monetaire,sciences economiques,taux de change***finance,russie,1992-1998,,,Banques Centrales -- Russie***Taux De Change -- Russie***Politique Monétaire -- Russie,"Cette recherche a pour objectif l'analyse de la politique de change développée par la Banque Centrale en Russie, compte tenu des changements de son statut, et de la crise de change de 1998. Les crises survenues en 1992 et 1994 auraient dû donner une première leçon à la Banque Centrale sur la politique monétaire et de change. Malheureusement, cette dernière en retire peu d'enseignements et continue à mener une politique qui débouche sur la crise de 1998. Il est clair que le rôle de la Banque Centrale dans la stabilité macroéconomique et surtout dans la régulation monétaire est primordial. Cette recherche analyse les actions de la BCR entre 1992 et 1998 afin de stabiliser et renforcer la monnaie nationale et surtout le taux de change du rouble dans le contexte particulier de chaque période. Elle tente de démontrer la prévisibilité des crises survenues dans la période étudiée en mettant en relief les difficultés que subit la BCR pour gérer le changement de son statut et leur influence sur ses décisions. Lors de cette recherche nous avons exposé les théories sur la Balance des Paiements et sur la détermination du taux de change ainsi que sur les différents régimes de change que peut pratiquer une banque centrale. Cette partie théorique nous a servit de base pour comprendre les actions de la Banque Centrale entre 1992 et 1998 pour instaurer une certaine stabilité du taux de change du rouble ainsi que résoudre les problèmes liés au particularisme du régime de change en Russie : l'ambivalence du rouble après la chute de l'Union Soviétique, la dollarisation de l'économie. La Banque Centrale rencontre non seulement les difficultés techniques, mais est confrontée également aux problèmes liés à son affirmation et à la défense de son indépendance. Dans la période analysée, elle n'a pas d'autre alternative que de "" faire son apprentissage "" et d'acquérir les connaissances, pour adapter simultanément la gestion du rouble du point de vue de l'équilibre interne et extérieur, et de forger sa personnalité dans un contexte économique et politique hostile. ",,métais joël,28176030,,Viktoria Orlova,Université Paris-Dauphine,Paris 9,01/01/2004,2004,fr,economie,Université Paris-Dauphine,banques centrales -- russie***taux de change -- russie***politique monétaire -- russie,,
206086,soutenue,Les déclarations de souveraineté des républiques de la Fédération de Russie : prémices d'un nouvel ordre politico-national en Russie,Science Politique. Russie Et Cei,science politique,science politique,politique interieure***souverainete***transition,russie,1990-2000,,,Gouvernement Fédéral -- Russie***Souveraineté***Nationalités -- Russie,"Incongruité politique, économique, nationale, les républiques de la Fédération de Russie témoignent du régime soviétique qui les a mises en place et qui a forgé leur matérialisation politique et du régime post-soviétique dont elles inaugurent la mutation à travers les déclarations de souveraineté. Du 20 juillet 1990, date de la première déclaration de souveraineté par l'Ossétie du Nord à décembre 1994 avec l'invasion par les troupes russes de la Tchétchénie, la thèse se développe autour de 3 axes : tout d'abord, la genèse de la souveraineté républicaine, victime de multiples influences, historiques, idéologiques, conjoncturelles. Ensuite, une analyse plus politique et institutionnelle met en évidence une image complexe et incertaine de la souveraineté républicaine, articulée autour d'un malentendu. Enfin sont développées les questions plus spécifiquement nationales avec l'étude de plusieurs cas particuliers. Se dessine finalement une Fédération dans laquelle le concept même de Fédération se dissout, où l'unité résonne de dissemblances affichées, où l'union n'est agréée par personne mais vécue par chacun. La dichotomie centre-périphérie s'estompe pour mettre en évidence les prémices d'un esprit de communauté -peut-être, d'une nation en devenir- au niveau fédéral. Des dynamiques parallèles contrarient ce processus. La première est à l'origine d'une réelle identité républicaine, positive, forte, imposant par la voie de la citoyenneté, l'existence d'entités républicaines multinationales. A contrario, une conception exclusivement nationale des républiques cherche à s'imposer. Elle pose les motivations conjoncturelles qui ont poussé à leur création comme un objectif en soi. ",,carrère d'encausse hélène,26768879,1.06924362E8,Sylvie Berodias,Paris-Institut d'études politiques,Paris***Institut d'études politiques,01/01/2005,2005,fr,science politique,Paris***Institut d'études politiques,gouvernement fédéral -- russie***souveraineté***nationalités -- russie,,
63304,soutenue,La politique de la Russie en Asie Centrale sous le président Vladimir Poutine (2000-2008),RI,ri,ri,politique etrangere***domination***poutine,russie***asie centrale,21-21,,CEIOUT,Russie -- Relations Extérieures -- Asie Centrale***Russie -- Politique Et Gouvernement -- 2000-....***Asie Centrale -- Relations Extérieures -- Russie***Russie - Relations Extérieures,"Avec la disparition de l'Union Soviétique l’Asie centrale s'est imposée géopolitiquement dans la scène internationale. Ses exploitations des hydrocarbures et sa position géostratégique suscitent l'intérêt de l'Occident dans cette région. Après une décennie d'hésitation et d'échec la Russie revient avec la force dans cette région. Le renforcement de la politique de Russie en Asie Centrale reflète les priorités que le Kremlin affiche de la conception de politique étrangère approuvé par le président Poutine en juin 2000 : la première de ces priorités consiste au renforcement de l'intégration et de la coopération au sein de la CEI (Communauté des Etats Indépendants). Or, certaines des républiques d’Asie Centrale poursuivent des politiques défavorables à la réalisation de cet objectif. Il en va ainsi du Turkménistan, dont la politique étrangère et de sécurité, reposant sur la neutralité, s'avère parfois fluctuante, et, surtout, de l’Ouzbékistan, l'un des états de l'ex-URSS les plus rétifs aux efforts de la Russie visant à consolider la CEI et à réaffirmer son influence dans l'espace ex-soviétique. La volonté manifestée par la Russie de Poutine de développer sa présence en Asie Centrale traduit également la perception d'une urgence accrue des problèmes de sécurité régionale. L’Asie Centrale d'ex-soviétique, notamment, est confrontée à diverses sources internes d'instabilité : faiblesse des états, corruption endémique, lourdes difficultés économiques et sociales, composition ethnique et religieuse complexe, différends territoriaux ou tensions sur les ressources en eau entre les états de la zone. Les objectifs de cette recherche sont d'étudier l'importance de sujet démontrant la politique de la Russie de demain ? Quel engagement envers ces pays qui essayent d'oublier la Russie d'hier et tentent de régler ses problèmes intérieurs et régionaux ?",,cabanis danielle,28812638,1.8750922E8,Otabek Ravshanov,Toulouse 1,Toulouse 1,01/01/2015,2015,"fr,ru",RI,Toulouse 1,russie -- relations extérieures -- asie centrale***russie -- politique et gouvernement -- 2000-....***asie centrale -- relations extérieures -- russie***russie - relations extérieures,157277984,École doctorale Sciences juridiques et politiques (Toulouse)
277122,soutenue,La codification du droit civil en Bulgarie et en Russie : de la fin du XIXe siècle à nos jours,Droit,droit compare,droit,droit civil,russie,19-21,compar bu,,Droit Civil -- Codification -- Russie -- 20e Siècle***Droit Civil -- Codification -- Bulgarie -- 20e Siècle***Droit Civil -- Études Comparatives,"Durant le dernier siècle, la Bulgarie et la Russie, qui jouissent de liens privilégiés, ont subi de profondes transformations politiques, économiques et sociales. En 1917, la Russie passe d'un régime tsariste séculier à un régime communiste entièrement innovant. En 1878, la Bulgarie, après cinq siècles de domination ottomane, doit construire un nouveau cadre politique et juridique. Après 1945, l'URSS entraîne dans son sillage une partie de l'Europe dont la Bulgarie, qui devient un allié privilégié. En 1989, la chute des régimes communistes est annoncée et les deux pays sont aujourd'hui confrontés à des problèmes similaires, y compris en matière juridique. A chacune de ces étapes historiques fondamentales, ressurgit l'idée de la codification du droit civil. Le Code civil est appréhendé en tant qu'instrument juridique car chaque phase transitoire se caractérise par une prolifération de normes juridiques qui demandent à être ordonnées et harmonisées. Le Code apporte une cohérence, une exhaustivité et une modernité. En élaborant un cadre juridique stable, il contribue à la cohésion de la nouvelle société. Il constitue ainsi un instrument politique, car il devient la manifestation de l'assise durable du nouveau gouvernement. La Russie fait preuve de réalisme en se dotant, successivement, de trois Codes civils en 1922, 1964, et 1994. La Bulgarie, malgré des tentatives lors de l'avènement de chaque nouveau régime politique (1878, 1946 et 1989), ne parvient pas à se doter d'un Code civil, notamment pour des raisons de conjoncture et d'organisation. ",Over the last century***Bulgaria and Russia***bound together by privileged links***have been subject to profound political***economic and social transformations. In 1917***Russia moved from a secular Tsar regime to a completely innovative communist system. In 1878 Bulgaria***liberated from five centuries of Ottoman rule***had to establish a new political and legal framework. After 1945***the USSR leads in its wake a section of Europe***including Bulgaria who became a privileged ally. In 1989***the fall of the communist regime was announced and the two countries are today faced with similar problems***which include legal issues. The idea of codification of civil law occurs at each of these fundamental historical periods. The Civil code is then concieved as an instrument of law***because each transitional phase is caracterised by the proliferation of laws***it is necessary afterwards to proceed to their organisation and harmonisation. The Code becomes a synonyme of cohesion***exhaustiveness and modernity. It establishes a stable legal frame and contributes to the cohesion and stabilisation of the new society. It represents therefore a political instrument***it becomes a demonstration that the new government is well-established. Russia has a concrete result : the Civil codes of 1922***1964 and 1994. Bulgaria has known multiple attempts : the advent of each new government (1878***1946 and 1989) is followed by the composition of work groups charged with the elaboration of a united Civil code. There is a real and lasting wish of codification to the civil law and yet Bulgaria has never achieved that task***mainly because of conditions and organisation***or other more profound reasons. ,beignier bernard,29309107,8.3663142E7,Alexandra Bochnakova,Toulouse 1,Toulouse 1,01/01/2004,2004,fr,droit,Toulouse 1,droit civil -- codification -- russie -- 20e siècle***droit civil -- codification -- bulgarie -- 20e siècle***droit civil -- études comparatives,,
234507,soutenue,Une evaluation du role des facteurs culturels dans le rejet du marxisme-leninisme. L'exemple de la philosophie liberale et religieuse en russie et en union sovietique,Science Politique,science politique,science politique,religion***marxisme***leninisme***ideologie,russie,20-20,,,Philosophie -- Russie***Libéralisme (philosophie),"Cette etude est une contribution a l'evaluation du role des facteurs culturels dans le rejet du marxisme-leninisme en urss,et,en particulier,du role de la philosophie religieuse et liberale russe. La pensee religieuse et liberale russe s'est developpee au tournant du siecle, a partir des travaux de vladimir soloviev(1853-1900). Les auteurs de cette periode,et,en particulier,berdiaev,boulgakov,frank,et strouve, se sont opposes a la vision traditionnelle du monde de l'intelligentisia russe et ont elabore une critique profonde du marxisme-leninisme, mettant en cause lenine a plusieurs reprises. Cette critique etait d'autant plus puissante que nombre de ces penseurs avaient auparavant endosse le marxisme et ne l'avaient abandonne qu'apres avoir repere, grace a leurs recherches, en economie ou en philosophie, l'imposture de ses premisses et ses dangers potentiels. Pendant les annees staliniennes, il a ete impossible de reperer l'influence de ces philosophies en urss. Ceux qui n'avaient pasete expulses ont ete envoyes dans des camps, tel p. Florenski. Cependant, apres le xxeme congres (1956), un nouvel interet pour le passe et la culture russe s'est developpe. Certains groupes dissidents ont etudie cette pensee : des seminaires souterrains se sont developpes, des publications samizdat ont fleuri. Les autorites sovietiques ont lutte contre ces tendances et, a la fin des annees soixante-dix, la repression gouvernementale etait telle que la plupart des activites dissidentes cesserent. Peu apres la venue au pouvoir de gorbatchev, il y a eu une diminution significative du niveau de repression. La fin de la censure, la rehabilitation du christianisme et la fin du culte de lenine sont les evenements principaux qui ont precede le retour ""officiel"" de la pensee religieuse et liberale en urss. ","The object of this dissertation is an evaluation of the role of cultural factors in the rejection of marxism***in the ussr***and in particular the role of russian religious and liberal thought. Russian religious and liberal thought developed around the turn of the century***building on the idea of vladimir soloviev (1853-1900). The most important works of the period are problemy idealizma (1902)***vekki (1909)***and iz glubiny (de profundis***1918). Most of the russian religious philosophers were expelled from soviet russia***along with other intellectuals labeled ""bourgeois"",in 1922 on lenin's command. During the stalin years***it was impossible to see any influence of these philosophers in the ussr. Those that were not expelled were sent to gulags***as was florenski. Nonetheless***after the 20th congress (1956)***an even more during the brezhnev years***a new interest in russia's past developed history***art***history***and thus***religious thought. Dissidents in the ussr took up this religious thought : underground seminars organized***samizdat publications flourished,etc. The soviet authorities fought against this tendency***and at the end of the 1970's and the beginning of the 1980's***govemment repression was such that all dissident intellectual activity withered and died. Shortly after gorbachev came to power***there was a significant reduction in the level of repression. The end of censoring***the rehabilitation of christianity***and the end of the cult of lenin were the principle events preceding the ""official"" return of russian liberal and religious thought to the ussr. ",carrère d'encausse hélène,26768879,,STEPHANIE JANET,Paris-Institut d'études politiques,Paris***Institut d'études politiques,01/01/1996,1996,fr,science poltique,INSTITUT D'ETUDES POLITIQUES PARIS,philosophie -- russie***libéralisme (philosophie),,
345523,soutenue,Le comportement des entreprises russes au cours de la transition économique : étude descriptive des problèmes financiers et économiques des firmes,Sciences Économiques,sciences economiques***gestion,sciences economiques,transition***entreprises,russie,,,,Ajustement Structurel -- Russie***Privatisations -- Russie***Entreprises -- Réorganisation -- Russie***Russie -- Conditions Économiques -- 1991-....***Propriete Russie,"Dès le début de la transition, les entreprises russes se sont retrouvées au centre du processus de réforme. Le droit de propriété est essentiel pour la réforme en général, et pour la gestion des entreprises en particulier. L'objectif est la mise en place des conditions nécessaires à l'amélioration de la vitalité des entreprises et à l'émergence de propriétaires responsables et efficaces. L'entreprise d'Etat se transforme et, avant de devenir une firme apte à opérer dans une économie de marche, passe par une période d'adaptation et de survie. Telle qu'elle a été réalisée en Russie, la privatisation s'est traduite par la création des sociétés anonymes, dans lesquelles dominaient les insiders (les employés et les gestionnaires) avec une participation importante de l'Etat. Ces entreprises fonctionnent en situation de grande incertitude (instabilité des liens et des contrats, asymétrie d'information, instabilité d'accès aux marches). Apres un premier partage de la propriété, un nouveau partage a vu la participation active des gestionnaires et des actionnaires extérieurs. La baisse des investissements reflète l'instabilité des priorités. La nécessité d'attirer des ressources financières oblige les gestionnaires à partager leur pouvoir. Les entreprises utilisent peu les crédits bancaires en raison des taux d'intérêt très élevés et préfèrent utiliser l'autofinancement, retarder les paiements aux autres créditeurs (fournisseurs, Etat, banques, employés, fonds hors-budget). Chaque type d'arriérés peut être utilisé pour en remplacer un autre. L'accumulation de non-paiements au budget est devenu le mécanisme ""normal"" permettant un allègement du fardeau fiscal. La séparation réelle des entreprises et de l'etat s'est produite lorsque l'inflation, initialement extrêmement élevée, a baissé. Les entreprises élargissent progressivement leurs horizons d'activité. Dans ces conditions, le rôle de la politique économique est d'encourager la restructuration des entreprises et d'établir des conditions économiques propices à l'instauration d'un nouveau type d'entreprises. ","From the inception of economic transition in Russia***firms have been at the center of the reform process. The establishment of clear property rights is a pre-condition for a successful reform. It is required for the emergence of efficient firms run by responsible manager. Before a state-owned enterprise becomes well adapted to operate in a market environment***it must first survive while it adapts. Privatization in Russia has taken the form of the establishment of joint stock companies characterized by the prevailing influence of insiders (employees and managers) along with substantial state holdings. Because of instability of contracts***numerous information asymmetries***and unstable market access conditions***firms must operate in a highly uncertain environment. Following initial distribution***control rights are being redistributed under active involvement by managers and outside investors. In this context***it is not surprising that productive investment has been continuously declining. The assignment of strategic priorities and***more generally***decision making are often uphazard as the need to attract financial resources forces management to share power with outsiders. Facing high real interest rates***enterprises seldom resort to bank loans. They prefer self-financing and often delay payments to other creditors (suppliers***state***banks***employees***non-budget funds). Thereafter one type of arrears is replaced by another. Non-payments to the budget becomes a ""normal"" mechanism to alleviate the fiscal burden. The separation enterprises from the state effectively followed the stabilization of inflation. In the more stable macroeconomic environment that followed***enterprises have widened their horizons and look at new types of activity. The role of economic policy has evolved towards support for firm restructuring of enterprises and the establishment of an economic environment which allows truly market-oriented firms to operate. ",rosa jean-jacques,27108422,,Mstislav Afanassiev,Paris-Institut d'études politiques,Paris***Institut d'études politiques,01/01/1997,1997,fr,economie,Paris***Institut d'études politiques,ajustement structurel -- russie***privatisations -- russie***entreprises -- réorganisation -- russie***russie -- conditions économiques -- 1991-....***propriete russie,,
328460,soutenue,"La lutte contre la criminalité économique en Russie soviétique et post-soviétique, 1965-1995",Science Politique. Europe Post-communiste,science politique,science politique,politique judiciaire***criminalite***economie,russie,1965-1995,,,Criminalité -- Lutte Contre***Criminalité Des Affaires -- Urss***Criminalité Des Affaires -- Russie***Politique Criminelle -- Russie***Politique Criminelle -- Urss***Police -- Russie,"Des premières réformes de l'activité commerciale adoptées durant la perestroika à la mise en oeuvre du processus de privatisation en 1992, les principes fondateurs de l'économie soviétique ont été bouleversés et la définition pénale de la criminalité économique a considérablement évolué. Comment a été conçu et mis en oeuvre le changement de la lutte contre la criminalité économique ? Cette interrogation implique de connaitre précisément l'état de l'action publique menée à l'encontre des infractions économiques avant 1985, ce qui justifie le choix d'une longue période pour notre recherche (1965-1995). Lorsque Mikhail Gorbatchev est devenu secrétaire général du Parti communiste de l'Union soviétique en 1985, les pratiques illicites désignées comme des infractions économiques augmentaient, occupaient une part croissante au sein des faits constatés par les services de police, se diversifiaient et se sophistiquaient depuis au moins deux décennies, contrairement au discours officiel selon lequel la criminalité était en voie d'extinction dans la société soviétique. Les services répressifs étaient incapables de prendre en charge l'évolution de la criminalité économique, notamment du fait des contraintes bureaucratiques qui pesaient sur leur activité au niveau local. A partir de la seconde moitié des années 1980, des signes extérieurs de changement sont apparus dans la conception de la lutte contre la criminalité économique. Au-delà de la redéfinition pénale de cette forme de criminalité, les valeurs qui orientent l'action publique dans ce domaine ont été renouvelées, tandis que de nouveaux acteurs ont été impliqués dans la conception de cette politique. Pourtant, l'analyse de la lutte contre la criminalité économique au milieu des années 1990 révèle avant tout des continuités. Les pratiques informelles qui caractérisaient la mise en oeuvre de l'action publique au niveau local sont restées inchangées. ",,carrère d'encausse hélène,26768879,5.8484094E7,Gilles Favarel-Garrigues,Paris-Institut d'études politiques,Paris***Institut d'études politiques,01/01/2000,2000,fr,science politique,Paris***Institut d'études politiques,criminalité -- lutte contre***criminalité des affaires -- urss***criminalité des affaires -- russie***politique criminelle -- russie***politique criminelle -- urss***police -- russie,,
270096,soutenue,Maria Féodorovna (1759-1828) et son temps : contribution à l'histoire de la Russie et de l'Europe,Histoire,histoire moderne,histoire moderne,empire***biographie,russie,1759-1828,,,Mariâ Fedorovna -- Impératrice De Russie (1759-1828) -- Biographies,"Notre thèse portera sur l'Impératrice Maria Féodorovna (1759-1828), née Sophie Dorothée de Wurtemberg, épouse du tsar Paul I, mère d'Alexandre et Nicolas I. Une telle biographie comporte d'abord un intérêt d'histoire locale. Cette princesse, en effet a été élevéee en Principauté de Montbéliard, et en a gardé une forte empreinte. A travers elle, nous pouvons donc aborder l'histoire de Montbéliard, de 1770 à 1793, date de son rattachement à la France. . .",Our work has for object Empress Maria Feodorovna (1759-1828)***born Sophia Dorothea of Wurtemberg***spouse of Paul9 I***mother of Alexander and Nicholas I. This biography bears first an interest for local history. The young Princess's education took place in the little city of Montbeliard***then belonging to the Wurtemberg***now in the east of France. . . ,vogler bernard,27189279,5.920499E7,A. Marie Martin,Strasbourg 2,Strasbourg 2,01/01/2001,2001,fr,géographie et histoire,Strasbourg 2,mariâ fedorovna -- impératrice de russie (1759-1828) -- biographies,,
307635,soutenue,La sante en u. R. S. S. Et en russie,Études Slaves,sociologie,sociologie,sante***politique publique,russie,1917-1996,,,,"La sante en u. R. S. S. Et en russie traite de differents problemes concernant de pres ou de loin la sante des personnes. La periode va de la revolution d'octobre (avec quelques rappels historiques a l'ete 1996. Les domaines abordes concernent les problemes d'organisation des systemes russes et sovietiques, les difficultes rencontrees lors de la transition du mode de financement des caisses d'assurance maladie. Le cas de la structure du systeme de sante militaire en temps de paix et de guerre est aborde dans le cadre de l'organisation. L'aspect sante recouvre tous les domaines entrant directement en contact avec les maladies qui exercent une influence sur la sante. Le chapitre montre la perception particuliere de certaines maladies (courantes en occident) et l'impact qu'elles peuvent avoir en russie. Les services particuliers ou specialites sont abordees dans ce cadre ainsi que la psychiatrie ou le sida. Dans la derniere partie est examinee l'influence des facteurs ecologiques (nucleaire et autre) ainsi que l'aspect assez particulier de la guerre nucleaire biologique et chimique. ",Health in the ussr and in russia deals with different problems which regard to this matter***closer or at a larger scale***the health of the inhabitants of these countries. The period of time goes by the october revolution***with few historical calling to mind***to the summer 1996. Fields tackled are such as organisation problems***russian and soviet systems***difficulties due to the transition of the department of health insurance financing methods. The case of the structure of the military health system in peacetime and wartime is dealt with in the organisation part. The aspect of health covers all the fields dealing directly with diseases influencing the health. The chapter shows the particular perception of some diseases (usually found in western countries) and the effect they can have in russia. The particular institutions and specialized services are tackled in this scope***so as psychiatry and aids. The influence of ecological factors (nuclear and other) and the special aspect of nuclear***biological and chemical war are inspected in the last part. ,jost marie-louise,?,5.7674493E7,Frédéric Cadiot,Strasbourg 2,Strasbourg 2,01/01/1997,1997,fr,littératures des autres langues***autres langues,Strasbourg 2,,,
246592,soutenue,Les éleveurs de rennes des Monts Sayan : enquêtes sur leur expérience de l'espace,Géographie,geographie***anthropologie,anthropologie,siberie***ethnologie,russie,,,,Éleveurs De Rennes -- Mongolie***Renne -- Élevage -- Mongolie***Mongols -- Moeurs Et Coutumes***Nomades -- Mongolie***Saïan (russie ; Monts),"Cet ouvrage traite des éleveurs de rennes des Monts Sayan et de leur expérience de l'espace. Le travail tente, par deux enquêtes, de brosser le portrait de trois groupes : les Tsaatan de Mongolie, les Tofalar de Tofalarie (en Russie) et les Todza de Touva qui parlent la même langue et ont le même genre de vie. Avant de poser la question cruciale : étaient-ils un même peuple avant la création des frontières qui les séparent désormais et peuvent-ils être à nouveau un même, cette enquête permet de connaître l'opinion qu'ils ont d'eux-mêmes, La réponse est mitigée. L'expérience géographique et le conflit des représentations concernant un espace est au centre de la réflexion. Entre les Tsaatan qui ont choisi le retour à la Taïga, les Tofalar dépités et les Todza qui rêvent du passé, il faut se demander si « l'antimonde » trouve sa place dans cette marge de l'écoumène. Entre un récit de voyage arrêté, enquêtes et références, le mémoire formé de deux parties et deux annexes (une pour chacune d'elles), tente de cerner, autour d'un corpus d'informations fermé pour un temps, un objet éclairé par tous les angles possibles à partir des mêmes faits. Cet objet est une représentation qui fait vivre et dont j'ai pu juger, en le vivant, qu'elle était viable et souhaitée sans pour autant devoir rester figée comme la photographie de la décennie 2000 pourrait le laisser croire. En témoigne la jeunesse et sa singularité de savoir vivre des deux côtés du miroir. Ce sera sans doute une autre histoire dont la suite n'est pas encore connue. ",This book deals with reindeers of the Sayan Mountains and their experience of space. This work attemps***by two investigations***to give an outline of the three groups : the Tsaatan from Mongolia***the Tofalar from Tofalary (in Russia) and the Tuva from Todza who speak the same language and have the same kind of life. Before asking the crucial question : were-they the same people before the creation of the borderlines between them and now***can-they again be a same people***this survey enables us to understand what they think of themselves. The answer is uncertain. Geographic experience and representations conflict concerning a space is at the centre of reflection. Between the Tsaatan who chose to return to the taiga***Tofalar world-weary and Todza who dream of the past***one must ask if « antiworld » finds its place in this margin of the ecumene. Between a narration of stopped trip***investigations and references***this dissertation***made of two parts and two appendices (one for each)***attempts gain an understanding of an object dawn upon all possible angles on the same facts of a corpus of information closed for a time. This object is a representation which make you live and I could attest***as I lived it***that she was viable and wished without the need to remain fixed as the 2000s decade's photography might suggest. The youth and her singularity able to live on both sides of the mirror bear as. This will be probably another story the rest is not yet known. ,retaillé denis,31398103,3.4767118E7,Magali Schneider,Rouen,Rouen,2011-01-01T00:00:00Z,2011,fr,géographie et voyages,Rouen,éleveurs de rennes -- mongolie***renne -- élevage -- mongolie***mongols -- moeurs et coutumes***nomades -- mongolie***saïan (russie ; monts),,
